Date,Close,High,Low,Open,Volume,Daily % Change,30 day moving average of close
1997-07-07,0.1000000015,0.1010420024,0.09166699648,0.09166699648,161064000,9.09%,0.1135937999
1997-07-08,0.1151039973,0.1166670024,0.1020829976,0.1020829976,310344000,12.76%,0.1136632331
1997-07-09,0.1161459982,0.1192710027,0.113541998,0.1151039973,165240000,0.91%,0.1134375331
1997-07-10,0.128124997,0.1286460012,0.1166670024,0.1166670024,181032000,9.82%,0.1131770998
1997-07-11,0.1145830005,0.1260419935,0.1104170009,0.1260419935,210624000,-9.09%,0.1124305665
1997-07-14,0.1067709997,0.1166670024,0.1057289988,0.1161459982,92088000,-8.07%,0.1121528
1997-07-15,0.121875003,0.1239579991,0.1067709997,0.1067709997,185496000,14.15%,0.1122916999
1997-07-16,0.1166670024,0.1247399971,0.1151039973,0.1223959997,60480000,-4.68%,0.1121354664
1997-07-17,0.1109379977,0.1171879992,0.1078130007,0.1171879992,63384000,-5.33%,0.1121093996
1997-07-18,0.1078130007,0.1109379977,0.1078130007,0.109375,15600000,-1.43%,0.1123697996
1997-07-21,0.1091149971,0.1098959967,0.1072919965,0.1088540033,11496000,0.24%,0.1126735995
1997-07-22,0.1067709997,0.109375,0.1031249985,0.1083329991,31272000,-1.44%,0.1129600329
1997-07-23,0.1145830005,0.1166670024,0.1088540033,0.109375,65184000,4.76%,0.1132898996
1997-07-24,0.1130210012,0.1156250015,0.1109379977,0.1151039973,24336000,-1.81%,0.1137239327
1997-07-25,0.1114580035,0.112499997,0.1109379977,0.1109379977,12408000,0.47%,0.1141232327
1997-07-28,0.1161459982,0.1197919995,0.1109379977,0.1114580035,51480000,4.21%,0.1154079661
1997-07-29,0.1239579991,0.125,0.1166670024,0.1182290018,96288000,4.85%,0.116935733
1997-07-30,0.1223959997,0.1252599955,0.1213539988,0.125,50352000,-2.08%,0.1183072664
1997-07-31,0.1197919995,0.121875003,0.1166670024,0.121875003,29088000,-1.71%,0.119487833
1997-08-01,0.120833002,0.120833002,0.112499997,0.1171879992,71760000,3.11%,0.1216405998
1997-08-04,0.1156250015,0.1205729991,0.1151039973,0.1187499985,53424000,-2.63%,0.1227690997
1997-08-05,0.1104170009,0.1166670024,0.1072919965,0.1166670024,60648000,-5.36%,0.1245051995
1997-08-06,0.112499997,0.1156250015,0.109375,0.1104170009,24864000,1.89%,0.1265017328
1997-08-07,0.1088540033,0.1130210012,0.106250003,0.112499997,40680000,-3.24%,0.1282378328
1997-08-08,0.1145830005,0.1151039973,0.105208002,0.1083329991,44232000,5.77%,0.1311892326
1997-08-11,0.1164060012,0.1166670024,0.112499997,0.1145830005,24792000,1.59%,0.134869799
1997-08-12,0.1098959967,0.1151039973,0.1098959967,0.1140630022,11424000,-3.65%,0.1386979324
1997-08-13,0.1098959967,0.1114580035,0.1083329991,0.1114580035,11808000,-1.40%,0.1423263992
1997-08-14,0.1078130007,0.112499997,0.1059900001,0.1088540033,20832000,-0.96%,0.145460066
1997-08-15,0.1057289988,0.1078130007,0.09687499702,0.1067709997,31944000,-0.98%,0.1488107326
1997-08-18,0.1020829976,0.1026040018,0.09843800217,0.1026040018,35688000,-0.51%,0.1520225329
1997-08-19,0.1083329991,0.1104170009,0.1026040018,0.1046880037,20064000,3.48%,0.1558506665
1997-08-20,0.1083329991,0.109375,0.1036460027,0.109375,19992000,-0.95%,0.1589409664
1997-08-21,0.1057289988,0.1085940003,0.1036460027,0.1067709997,12480000,-0.98%,0.1620139
1997-08-22,0.106250003,0.106250003,0.1046880037,0.105208002,14256000,0.99%,0.1651823002
1997-08-25,0.1109379977,0.1130210012,0.105208002,0.105208002,22536000,5.45%,0.1685156333
1997-08-26,0.1171879992,0.1177079976,0.1114580035,0.1119790003,51480000,4.65%,0.1715798669
1997-08-27,0.115884997,0.1161459982,0.112499997,0.1153649986,27840000,0.45%,0.1743489335
1997-08-28,0.1187499985,0.1197919995,0.1140630022,0.1151039973,22944000,3.17%,0.1767361003
1997-08-29,0.1169269979,0.1187499985,0.1161459982,0.1182290018,14448000,-1.10%,0.1792795002
1997-09-02,0.1177079976,0.1187499985,0.1166670024,0.1171879992,14640000,0.44%,0.1820486004
1997-09-03,0.1166670024,0.120833002,0.1156250015,0.1171879992,39288000,-0.44%,0.1847569336
1997-09-04,0.1276039928,0.1276039928,0.1171879992,0.1182290018,66960000,7.93%,0.1874045004
1997-09-05,0.125,0.1333329976,0.1229169965,0.1291670054,38160000,-3.23%,0.1891927009
1997-09-08,0.150000006,0.1510419995,0.125,0.1265629977,112968000,18.52%,0.1910677011
1997-09-09,0.1619790047,0.1692710072,0.1513019949,0.1570309997,179424000,3.15%,0.1924392343
1997-09-10,0.1651040018,0.1664060056,0.15625,0.165625006,77328000,-0.31%,0.1944184005
1997-09-11,0.1578129977,0.1666669995,0.1520829946,0.1666669995,85248000,-5.31%,0.1964496672
1997-09-12,0.184375003,0.1848960072,0.1578129977,0.159374997,66672000,15.69%,0.1986892338
1997-09-15,0.1546880007,0.1838539988,0.1526039988,0.1833329946,111672000,-15.62%,0.2009201338
1997-09-16,0.1677079946,0.1770830005,0.1559900045,0.15625,128640000,7.33%,0.2028819337
1997-09-17,0.1703130007,0.174999997,0.1666669995,0.1729169935,52152000,-1.51%,0.2055382008
1997-09-18,0.1645829976,0.1734379977,0.1640630066,0.171875,42576000,-4.24%,0.2088454679
1997-09-19,0.1973959953,0.2041669935,0.168750003,0.1690099984,178584000,16.80%,0.2119010344
1997-09-22,0.224999994,0.2338539958,0.1973959953,0.200000003,338760000,12.50%,0.2137934009
1997-09-23,0.231250003,0.2322919965,0.2197919935,0.2244790047,153648000,3.02%,0.2147482673
1997-09-24,0.21875,0.240624994,0.2145829946,0.2322919965,164016000,-5.83%,0.2153038338
1997-09-25,0.2039059997,0.2177080065,0.2026039958,0.2171880007,99360000,-6.12%,0.2161371673
1997-09-26,0.2083330005,0.2130209953,0.2026039958,0.2036460042,54624000,2.30%,0.2171094005
1997-09-29,0.2020830065,0.209374994,0.1979169995,0.2072920054,47424000,-2.51%,0.2176302339
1997-09-30,0.2169270068,0.2174479961,0.1901039928,0.200000003,105096000,8.46%,0.2179080337
1997-10-01,0.2010419965,0.224999994,0.196875006,0.221874997,99984000,-9.39%,0.217257
1997-10-02,0.2005210072,0.2088540047,0.1994789988,0.2020830065,37536000,-0.77%,0.2168403332
1997-10-03,0.2007810026,0.206249997,0.1989579946,0.2041669935,23280000,-1.66%,0.2165885995
1997-10-06,0.206249997,0.206249997,0.1971350014,0.200000003,40560000,3.12%,0.2168403327
1997-10-07,0.2028650045,0.209374994,0.2020830065,0.2041669935,34848000,-0.64%,0.2172569995
1997-10-08,0.2002599984,0.2083330005,0.1992190033,0.2072920054,56136000,-3.39%,0.2178559328
1997-10-09,0.1875,0.2010419965,0.1869789958,0.200000003,79008000,-6.25%,0.2186979661
1997-10-10,0.1950519979,0.203125,0.1833329946,0.1864580065,75744000,4.61%,0.2200868661
1997-10-13,0.200000003,0.2020830065,0.1963540018,0.1963540018,16296000,1.86%,0.2210677663
1997-10-14,0.1989579946,0.2052080035,0.1916670054,0.203125,30936000,-2.05%,0.2214496995
1997-10-15,0.1960940063,0.1984380037,0.1885419935,0.1984380037,47112000,-1.18%,0.2218229661
1997-10-16,0.181250006,0.1989579946,0.1802079976,0.1989579946,69624000,-8.90%,0.2223871991
1997-10-17,0.181250006,0.1828130037,0.1760420054,0.1807290018,50688000,0.29%,0.2232205321
1997-10-20,0.1911460012,0.193749994,0.1833329946,0.1838539988,98256000,3.97%,0.2242969319
1997-10-21,0.2213539928,0.221874997,0.1927080005,0.1979169995,241920000,11.84%,0.2249826988
1997-10-22,0.2260420024,0.2309899926,0.21875,0.2208330035,104160000,2.36%,0.2248785322
1997-10-23,0.224999994,0.228125006,0.209374994,0.2114579976,113136000,6.40%,0.2248437986
1997-10-24,0.2513020039,0.2531250119,0.2270829976,0.237499997,189840000,5.81%,0.2250000656
1997-10-27,0.2135419995,0.2505210042,0.2114579976,0.2401040047,121824000,-11.06%,0.2244705652
1997-10-28,0.2473960072,0.25,0.193749994,0.1958329976,234384000,26.33%,0.2251649986
1997-10-29,0.2695310116,0.275000006,0.25,0.2572920024,142536000,4.76%,0.2244358316
1997-10-30,0.256249994,0.2677080035,0.2520830035,0.2604170144,95400000,-1.60%,0.2232639646
1997-10-31,0.2541669905,0.2729170024,0.2484380007,0.2682290077,100536000,-5.24%,0.2222917313
1997-11-03,0.2536459863,0.2609379888,0.2473960072,0.2609379888,39984000,-2.79%,0.2214583983
1997-11-04,0.2479169965,0.2526040077,0.2411459982,0.25,47304000,-0.83%,0.2204340989
1997-11-05,0.243750006,0.2559899986,0.243750006,0.2489580065,61872000,-2.09%,0.219487899
1997-11-06,0.2330729961,0.2458329946,0.2317710072,0.2458329946,58272000,-5.19%,0.2185156653
1997-11-07,0.2239580005,0.2320310026,0.2192710042,0.2208330035,52536000,1.42%,0.2182465653
1997-11-10,0.2104170024,0.228125006,0.2104170024,0.224999994,55296000,-6.48%,0.2186111654
1997-11-11,0.1973959953,0.215625003,0.1958329976,0.2122399956,86256000,-6.99%,0.2193055987
1997-11-12,0.1885419935,0.209374994,0.1833329946,0.1888020039,173664000,-0.14%,0.220399332
1997-11-13,0.1929689944,0.1984380037,0.1885419935,0.1973959953,85800000,-2.24%,0.2216493323
1997-11-14,0.2083330005,0.2104170024,0.1890629977,0.196875006,117384000,5.82%,0.2231336991
1997-11-17,0.21875,0.2270829976,0.2109380066,0.2114579976,147888000,3.45%,0.2242708658
1997-11-18,0.2208330035,0.2239580005,0.2171880007,0.21875,37320000,0.95%,0.2253472661
1997-11-19,0.2255209982,0.2260420024,0.215625003,0.2203129977,50688000,2.36%,0.2262500659
1997-11-20,0.2291669995,0.2302079946,0.2255209982,0.2286459953,118464000,0.23%,0.2266493658
1997-11-21,0.2244790047,0.2291669995,0.2244790047,0.2276040018,52056000,-1.37%,0.2270746991
1997-11-24,0.2114579976,0.2208330035,0.2114579976,0.21875,40392000,-3.33%,0.2275608321
1997-11-25,0.2101559937,0.2166669965,0.2020830065,0.2119790018,66096000,-0.86%,0.2282031988
1997-11-26,0.2130209953,0.2205729932,0.2119790018,0.2119790018,32616000,0.49%,0.2282986989
1997-11-28,0.206249997,0.2166669965,0.2057289928,0.2135419995,32064000,-3.41%,0.2283681323
1997-12-01,0.2135419995,0.21875,0.2067710012,0.2119790018,47664000,0.74%,0.229236199
1997-12-02,0.2117190063,0.2151039988,0.2088540047,0.2130209953,25248000,-0.61%,0.2302431325
1997-12-03,0.2182289958,0.21875,0.209374994,0.2098959982,25800000,3.97%,0.2314410324
1997-12-04,0.224999994,0.2276040018,0.2192710042,0.2200520039,60768000,2.25%,0.2321528325
1997-12-05,0.2296880037,0.2296880037,0.2177080065,0.221874997,53232000,3.52%,0.2329080328
1997-12-08,0.2354169935,0.2385420054,0.2260420024,0.2270829976,95328000,3.67%,0.2337066323
1997-12-09,0.234375,0.2385420054,0.2302079946,0.2333330065,26640000,0.45%,0.2344184324
1997-12-10,0.2255209982,0.231250003,0.2197919935,0.2291669995,28896000,-1.59%,0.2348350992
1997-12-11,0.234375,0.2416670024,0.2197919935,0.2197919935,100296000,6.63%,0.2353385657
1997-12-12,0.2270829976,0.2401040047,0.2203129977,0.2322919965,53448000,-2.24%,0.2354427323
1997-12-15,0.2291669995,0.2333330065,0.2203129977,0.2291669995,33888000,0.00%,0.2358246992
1997-12-16,0.2229170054,0.2322919965,0.2229170054,0.2322919965,33744000,-4.04%,0.2364496991
1997-12-17,0.2195309997,0.2229170054,0.2127600014,0.21875,122808000,0.36%,0.2372135654
1997-12-18,0.2145829946,0.2213539928,0.2114579976,0.2177080065,64080000,-1.44%,0.2385590658
1997-12-19,0.224999994,0.2260420024,0.2083330005,0.2114579976,95064000,6.40%,0.2399913659
1997-12-22,0.2348960042,0.2390629947,0.2216150016,0.224999994,87048000,4.40%,0.2409288665
1997-12-23,0.231250003,0.2369789928,0.231250003,0.234375,23544000,-1.33%,0.2413281664
1997-12-24,0.2302079946,0.2354169935,0.2234379947,0.231250003,46728000,-0.45%,0.2417969331
1997-12-26,0.2260420024,0.2322919965,0.2244790047,0.228125006,9744000,-0.91%,0.2422135999
1997-12-29,0.237499997,0.2390629947,0.2265630066,0.2291669995,51048000,3.64%,0.2435156663
1997-12-30,0.2424480021,0.2453130037,0.2390629947,0.2416670024,125712000,0.32%,0.2444184328
1997-12-31,0.2510420084,0.2520830035,0.2421880066,0.243750006,88920000,2.99%,0.2451041992
1998-01-02,0.2479169965,0.25,0.2398439944,0.25,33216000,-0.83%,0.2453819657
1998-01-05,0.237499997,0.246875003,0.2354169935,0.2442709953,71808000,-2.77%,0.2456944659
1998-01-06,0.2419269979,0.243750006,0.2333330065,0.2348960042,83496000,2.99%,0.2462326656
1998-01-07,0.2390629947,0.2416670024,0.2346349955,0.2416670024,54504000,-1.08%,0.2468836993
1998-01-08,0.2307289988,0.2351559997,0.2265630066,0.2348960042,120312000,-1.77%,0.247699666
1998-01-09,0.2130209953,0.2333330065,0.2114579976,0.2333330065,132864000,-8.71%,0.2490191326
1998-01-12,0.2151039988,0.2192710042,0.2072920054,0.2083330005,148032000,3.25%,0.2509288659
1998-01-13,0.2322919965,0.2333330065,0.2161460072,0.2171880007,146424000,6.95%,0.2529080326
1998-01-14,0.243750006,0.243750006,0.231250003,0.2328130007,170112000,4.70%,0.2552691326
1998-01-15,0.2476560026,0.2505210042,0.2395830005,0.2395830005,120288000,3.37%,0.2578385656
1998-01-16,0.2395830005,0.2489580065,0.2385420054,0.2479169965,51264000,-3.36%,0.2601736317
1998-01-20,0.2476560026,0.2505210042,0.240624994,0.2411459982,109344000,2.70%,0.2621527985
1998-01-21,0.2536459863,0.2583329976,0.243750006,0.246875003,174768000,2.74%,0.2640972654
1998-01-22,0.2567709982,0.2635419965,0.2510420084,0.2536459863,189432000,1.23%,0.2660590659
1998-01-23,0.246875003,0.2671880126,0.246875003,0.2671880126,182376000,-7.60%,0.268159766
1998-01-26,0.240624994,0.2494789958,0.2369789928,0.2489580065,94248000,-3.35%,0.2715278322
1998-01-27,0.237499997,0.2432290018,0.2333330065,0.2408850044,82080000,-1.41%,0.2750499661
1998-01-28,0.2385420054,0.2416670024,0.231250003,0.237499997,105864000,0.44%,0.2781923324
1998-01-29,0.2479169965,0.2494789958,0.2390629947,0.2395830005,96720000,3.48%,0.2811436986
1998-01-30,0.2458329946,0.2531250119,0.2442709953,0.25,74448000,-1.67%,0.2838086322
1998-02-02,0.2598960102,0.2604170144,0.246875003,0.2473960072,138264000,5.05%,0.2865864327
1998-02-03,0.2575519979,0.2624999881,0.2546879947,0.259375006,88584000,-0.70%,0.2890169988
1998-02-04,0.2531250119,0.259375006,0.2526040077,0.2531250119,24696000,0.00%,0.2922808985
1998-02-05,0.246875003,0.2557289898,0.243750006,0.2557289898,116640000,-3.46%,0.2955100646
1998-02-06,0.2453130037,0.2510420084,0.243750006,0.2463539988,42456000,-0.42%,0.2989475643
1998-02-09,0.2427079976,0.2479169965,0.2385420054,0.2458329946,52536000,-1.27%,0.3024110973
1998-02-10,0.2651039958,0.2658849955,0.2416670024,0.243750006,245928000,8.76%,0.3060222308
1998-02-11,0.2645829916,0.2731769979,0.2640630007,0.2645829916,129480000,0.00%,0.3085309307
1998-02-12,0.2630209923,0.2651039958,0.259375006,0.2635419965,60720000,-0.20%,0.3112045646
1998-02-13,0.259375006,0.2635419965,0.2572920024,0.2624999881,168408000,-1.19%,0.3142427653
1998-02-17,0.2572920024,0.2609379888,0.2536459863,0.2609379888,47520000,-1.40%,0.3175240318
1998-02-18,0.2536459863,0.2572920024,0.2526040077,0.2572920024,59424000,-1.42%,0.3208269646
1998-02-19,0.2614580095,0.2645829916,0.2541669905,0.2554689944,88728000,2.34%,0.3248894652
1998-02-20,0.2635419965,0.2645829916,0.2557289898,0.2614580095,54072000,0.80%,0.3293773313
1998-02-23,0.2703129947,0.2708329856,0.2604170144,0.2645829916,79560000,2.17%,0.3335092644
1998-02-24,0.2703129947,0.2838540077,0.2677080035,0.2708329856,278904000,-0.19%,0.3368078649
1998-02-25,0.2744790018,0.2770830095,0.2630209923,0.2734380066,134904000,0.38%,0.3397418648
1998-02-26,0.303124994,0.3041670024,0.271874994,0.2731769979,307464000,10.96%,0.3429015984
1998-02-27,0.3208329976,0.3317709863,0.2992190123,0.3010419905,494136000,6.57%,0.3460265984
1998-03-02,0.3177079856,0.321875006,0.3125,0.3161459863,219144000,0.49%,0.3484311322
1998-03-03,0.2989580035,0.3156250119,0.2979170084,0.3145830035,160320000,-4.97%,0.3513391326
1998-03-04,0.3059900105,0.3093749881,0.2916670144,0.3000000119,146280000,2.00%,0.3547245661
1998-03-05,0.3125,0.3257809877,0.296875,0.2989580035,240024000,4.53%,0.3582054655
1998-03-06,0.3197920024,0.3208329976,0.3072920144,0.3151040077,117744000,1.49%,0.3609658986
1998-03-09,0.3479169905,0.3572919965,0.3197920024,0.3203130066,461112000,8.62%,0.363396432
1998-03-10,0.3462890089,0.3677079976,0.3453130126,0.3562499881,495000000,-2.80%,0.3647245328
1998-03-11,0.3317709863,0.34375,0.3260419965,0.3416669965,246984000,-2.90%,0.3652996322
1998-03-12,0.3270829916,0.3380210102,0.3213540018,0.328125,195984000,-0.32%,0.3654905995
1998-03-13,0.3278650045,0.3369790018,0.3239580095,0.3317709863,130464000,-1.18%,0.3663760334
1998-03-16,0.3291670084,0.3364579976,0.3291670084,0.3315100074,66240000,-0.71%,0.3669402669
1998-03-17,0.3328129947,0.334374994,0.3244790137,0.3322919905,62016000,0.16%,0.3692493002
1998-03-18,0.3554689884,0.3572919965,0.3302080035,0.3302080035,273192000,7.65%,0.3714194338
1998-03-19,0.349999994,0.3645829856,0.3489579856,0.3557290137,242304000,-1.61%,0.3723135342
1998-03-20,0.349999994,0.3536460102,0.3463540077,0.349999994,128256000,0.00%,0.3737718681
1998-03-23,0.3492189944,0.353125006,0.3447920084,0.348176986,60096000,0.30%,0.3753343681
1998-03-24,0.3510420024,0.3614580035,0.34375,0.34375,113616000,2.12%,0.3767102351
1998-03-25,0.3403649926,0.3572919965,0.337500006,0.3541670144,225792000,-3.90%,0.3775609354
1998-03-26,0.3447920084,0.3489579856,0.3312500119,0.3406249881,157560000,1.22%,0.3788543353
1998-03-27,0.3541670144,0.3630209863,0.3447920084,0.3510420024,152928000,0.89%,0.3801911354
1998-03-30,0.3578130007,0.3645829856,0.3546879888,0.3578130007,110016000,0.00%,0.3804515352
1998-03-31,0.3563799858,0.3604170084,0.3489579856,0.3557290137,131304000,0.18%,0.3812154015
1998-04-01,0.3755210042,0.3765630126,0.3501299918,0.3552080095,289032000,5.72%,0.3822353691
1998-04-02,0.3960939944,0.4031249881,0.3739579916,0.3796879947,332856000,4.32%,0.3824350019
1998-04-03,0.3874999881,0.4015629888,0.384375006,0.4010420144,233880000,-3.38%,0.3816798021
1998-04-06,0.3692710102,0.3947919905,0.3677079976,0.3927080035,220488000,-5.97%,0.3809940358
1998-04-07,0.3583329916,0.3635419905,0.353125006,0.3625000119,232680000,-1.15%,0.3812371025
1998-04-08,0.3692710102,0.3739579916,0.3562499881,0.3598960042,226296000,2.60%,0.3816017032
1998-04-09,0.396874994,0.400000006,0.3817709982,0.3848960102,320688000,3.11%,0.38161907
1998-04-13,0.3929690123,0.4010420144,0.3833329976,0.3953129947,219600000,-0.59%,0.3803343366
1998-04-14,0.4049479961,0.4161460102,0.3885419965,0.3911460042,326472000,3.53%,0.3786069026
1998-04-15,0.4005210102,0.4166670144,0.3937500119,0.4083330035,223848000,-1.91%,0.3771399031
1998-04-16,0.4104169905,0.4138019979,0.3882809877,0.4005210102,324888000,2.47%,0.3757249693
1998-04-17,0.3953129947,0.4052079916,0.3937500119,0.3992190063,140712000,-0.98%,0.3742840032
1998-04-20,0.3927080035,0.4145829976,0.390625,0.3973959982,179592000,-1.18%,0.3729992698
1998-04-21,0.3877600133,0.3973959982,0.3796879947,0.396874994,167088000,-2.30%,0.3720444361
1998-04-22,0.3635419905,0.3901039958,0.3625000119,0.3885419965,226032000,-6.43%,0.3708552023
1998-04-23,0.337500006,0.3625000119,0.3354170024,0.3625000119,245064000,-6.90%,0.3709246357
1998-04-24,0.3536460102,0.365624994,0.3395830095,0.3416669965,335712000,3.51%,0.3719663024
1998-04-27,0.3447920084,0.3526040018,0.3213540018,0.3473959863,377712000,-0.75%,0.3730253359
1998-04-28,0.3984380066,0.4145829976,0.3710939884,0.3869790137,1391880000,2.96%,0.3757683684
1998-04-29,0.3979170024,0.4109379947,0.3901039958,0.4052079916,633144000,-1.80%,0.3775218348
1998-04-30,0.3822920024,0.4083330035,0.3770830035,0.40625,449712000,-5.90%,0.3816190352
1998-05-01,0.3937500119,0.3963539898,0.3770830035,0.3864580095,186144000,1.89%,0.3858204027
1998-05-04,0.396874994,0.3994790018,0.3890630007,0.3958329856,154704000,0.26%,0.3909593026
1998-05-05,0.3904950023,0.3979170024,0.3880209923,0.3916670084,119976000,-0.30%,0.3981815368
1998-05-06,0.3765630126,0.3916670084,0.3755210042,0.3916670084,148776000,-3.86%,0.4071094702
1998-05-07,0.3791669905,0.3874999881,0.3677079976,0.3791669905,277752000,0.00%,0.4145921022
1998-05-08,0.3848960102,0.3864580095,0.3729169965,0.3802079856,95856000,1.23%,0.4230122368
1998-05-11,0.3619790077,0.3874999881,0.3604170084,0.3872399926,227448000,-6.52%,0.4327865372
1998-05-12,0.3807289898,0.3830730021,0.3609380126,0.365624994,232728000,4.13%,0.4464671046
1998-05-13,0.3869790137,0.3916670084,0.3739579916,0.3770830035,278880000,2.62%,0.4615018388
1998-05-14,0.3815099895,0.3942709863,0.3791669905,0.3833329976,172008000,-0.48%,0.4761199047
1998-05-15,0.3734380007,0.3854170144,0.3729169965,0.3828130066,92568000,-2.45%,0.4895834724
1998-05-18,0.3669269979,0.3776040077,0.3614580035,0.375,132360000,-2.15%,0.5045661052
1998-05-19,0.3765630126,0.3776040077,0.3718749881,0.3734380007,68472000,0.84%,0.520043539
1998-05-20,0.3692710102,0.381249994,0.3677079976,0.3765630126,80976000,-1.94%,0.5391928385
1998-05-21,0.3697920144,0.375,0.363801986,0.3729169965,68064000,-0.84%,0.5613282363
1998-05-22,0.3583329916,0.3692710102,0.3562499881,0.3682290018,117240000,-2.69%,0.5877518366
1998-05-26,0.3411459923,0.3619790077,0.3369790018,0.3585940003,217680000,-4.87%,0.6097310017
1998-05-27,0.3609380126,0.3640629947,0.3322919905,0.3348959982,464688000,7.78%,0.628116402
1998-05-28,0.3580729961,0.365624994,0.3552080095,0.3635419905,188256000,-1.50%,0.6453907023
1998-05-29,0.3671880066,0.3708330095,0.3562499881,0.3578130007,172824000,2.62%,0.661093836
1998-06-01,0.3567709923,0.368750006,0.3471350074,0.3666670024,160872000,-2.70%,0.6787500699
1998-06-02,0.3640629947,0.3708330095,0.3458330035,0.3635419905,164028000,0.14%,0.6988021374
1998-06-03,0.3520829976,0.3770830035,0.349999994,0.3739579916,131628000,-5.85%,0.7179167042
1998-06-04,0.365624994,0.3661459982,0.34375,0.3578130007,99912000,2.18%,0.7376736701
1998-06-05,0.368750006,0.3697920144,0.359375,0.3645829856,68544000,1.14%,0.7587674369
1998-06-08,0.3854170144,0.3859379888,0.3625000119,0.3651039898,109260000,5.56%,0.7846702039
1998-06-09,0.4270829856,0.4322920144,0.3854170144,0.3869790137,388728000,10.36%,0.8085070024
1998-06-10,0.4510419965,0.46875,0.4250000119,0.4302079976,485700000,4.84%,0.8314931373
1998-06-11,0.5208330154,0.5218750238,0.4583329856,0.4604170024,717024000,13.12%,0.8519098043
1998-06-12,0.5083330274,0.5291669965,0.4854170084,0.5291669965,433116000,-3.94%,0.8690626025
1998-06-15,0.5479170084,0.5708330274,0.4927079976,0.4958330095,674028000,10.50%,0.8869966368
1998-06-16,0.6135420203,0.6145830154,0.5541669726,0.5562499762,783348000,10.30%,0.9017709374
1998-06-17,0.6583330035,0.6765630245,0.6281250119,0.6322919726,805308000,4.12%,0.9112674693
1998-06-18,0.6010419726,0.6875,0.5979170203,0.6750000119,632796000,-10.96%,0.9209202687
1998-06-19,0.631771028,0.6354169846,0.5666670203,0.5921880007,733572000,6.68%,0.9316841364
1998-06-22,0.6781250238,0.6864579916,0.6020830274,0.6229169965,726360000,8.86%,0.9406945348
